Source,Target,Weight,Max_Weight,Edge_Count,Avg_Text_Similarity,Avg_Time_Score,Min_Time_Delta_Seconds,Edge_Types,Dominant_RT_Source,Query_Context,Example_Tweet_1,Example_Tweet_2
Delan_setiapano,Mahda_bana,0.7652763592810432,0.916115477523505,46,0.8379894598670627,0.6925632586950237,159.0,semantic,,prabowo,"Sambutan hangat Pendukung, Pak SBY Mas Ketum AHY dan Pak saat Prabowo Tiba di Peringatan 19 Tahun Tsunami Aceh. ]he PDemokrat AgusYudhoyono Demokrat Bersama Rakyat | Hadiri Konsolidasi Demokrat Sulsel, AHY Beri Instruksi Menangkan Prabowo-Gibran.. vxh AgusYudhoyono PDemokrat Demokrat Bersama Rakyat","AHY hadiri Peringatan 19 Tahun Tsunami Aceh yang dihadiri juga oleh Presiden RI Ke-6 Bapak SBY dan Menhan RI Bapak Prabowo di Aceh.. ylo AgusYudhoyono PDemokrat Demokrat Bersama... | Prabowo-SBY-AHY di Aceh, Kenang 19 Tahun Bencana Tsunami.. koi PDemokrat AgusYudhoyono Demokrat Bersama Rakyat"
Agustiadi_,Delan_setiapano,0.7563106671837919,0.9103880183686407,46,0.8379894598670627,0.6746318745005211,171.0,semantic,,prabowo,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat | AHY hadiri Peringatan 19 Tahun Tsunami Aceh yang dihadiri juga oleh Presiden RI Ke-6 Bapak SBY dan Menhan RI Bapak Prabowo di Aceh.. ylo AgusYudhoyono PDemokrat Demokrat Bersama...,"Prabowo, SBY, AHY dan Muallem di Mesjid Raya Baiturrahman Banda Aceh ð. san AgusYudhoyono PDemokrat Demokrat Bersama Rakyat | Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. wxj PDemokrat AgusYudhoyono Demokrat Bersama Rakyat"
Agustiadi_,Mahda_bana,0.6508836701468714,0.7335658065115348,46,0.8379894598670627,0.46377788042668006,528.0,semantic,,prabowo,"Sambutan hangat Pendukung, Pak SBY Mas Ketum AHY dan Pak saat Prabowo Tiba di Peringatan 19 Tahun Tsunami Aceh. ]he PDemokrat AgusYudhoyono Demokrat Bersama Rakyat | Hadiri Konsolidasi Demokrat Sulsel, AHY Beri Instruksi Menangkan Prabowo-Gibran.. vxh AgusYudhoyono PDemokrat Demokrat Bersama Rakyat","Sambutan hangat Pendukung, Pak SBY Mas Ketum AHY dan Pak saat Prabowo Tiba di Peringatan 19 Tahun Tsunami Aceh. ]he PDemokrat AgusYudhoyono Demokrat Bersama Rakyat | Prabowo-SBY-AHY di Aceh, Kenang 19 Tahun Bencana Tsunami.. xqc PDemokrat AgusYudhoyono Demokrat Bersama Rakyat"
HalimWajib98317,wongkalibanteng,0.8085296961203555,0.8085296961203554,6,1.0,0.6170593922407107,418.0,retweet,kangdede78,ganjar | anies | prabowo,"Lembaga Survei Nasional (LSN) merilis survei elektabilitas tiga pasangan calon presiden dan calon wakil presiden pada Pemilu 2024. 1. Anies-Imin 24,3%. 2. Prabowo-Gibran 49,5%. ...","Lembaga Survei Nasional (LSN) merilis survei elektabilitas tiga pasangan calon presiden dan calon wakil presiden pada Pemilu 2024. 1. Anies-Imin 24,3%. 2. Prabowo-Gibran 49,5%. ..."
NegarakuApa,UnameOne,1.0,1.0,4,1.0,1.0,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
NegarakuApa,mehuli_ginting,0.9998557083444718,1.0,4,1.0,0.9997114166889436,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
RondangKomariah,SahrulAmzi,0.9998557083444718,1.0,4,1.0,0.9997114166889436,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
SahrulAmzi,mehuli_ginting,0.9998557083444718,1.0,4,1.0,0.9997114166889436,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
UnameOne,mehuli_ginting,0.9998557083444718,1.0,4,1.0,0.9997114166889436,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
NegarakuApa,SahrulAmzi,0.9997114166889436,1.0,4,1.0,0.9994228333778872,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
RondangKomariah,mehuli_ginting,0.9997114166889436,1.0,4,1.0,0.9994228333778872,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
SahrulAmzi,UnameOne,0.9997114166889436,1.0,4,1.0,0.9994228333778872,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
NegarakuApa,RondangKomariah,0.9995671250334154,1.0,4,1.0,0.9991342500668308,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
RondangKomariah,UnameOne,0.9995671250334154,1.0,4,1.0,0.9991342500668308,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
AzhareAkiba,RondangKomariah,0.9864713322411104,0.9868923728849476,4,1.0,0.9729426644822208,23.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
AzhareAkiba,SahrulAmzi,0.9863308232280151,0.9868923728849476,4,1.0,0.9726616464560303,23.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
AzhareAkiba,mehuli_ginting,0.9861903142149199,0.9868923728849476,4,1.0,0.9723806284298397,23.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
AzhareAkiba,NegarakuApa,0.9860498052018246,0.9863303368325665,4,1.0,0.9720996104036492,24.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
AzhareAkiba,UnameOne,0.9860498052018246,0.9863303368325665,4,1.0,0.9720996104036492,24.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
MasHanifAbdul,dien_amalafs,0.9670625078147417,0.9670625078147417,4,1.0,0.9341250156294834,59.0,retweet,kumparan,prabowo | anies,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #..."
MasHanifAbdul,fajar_achadi,0.9670625078147417,0.9670625078147417,4,1.0,0.9341250156294834,59.0,retweet,kumparan,anies | prabowo,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #..."
bbuscent,skeetrichten,0.9373037782897726,0.9373037782897726,4,1.0,0.8746075565795453,116.0,retweet,sunartodjamin65,prabowo | anies,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...
dien_amalafs,fajar_achadi,0.9362947724123913,0.9362947724123913,4,1.0,0.8725895448247826,118.0,retweet,kumparan,prabowo | anies,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #..."
AzhareAkiba,KasimS3654,0.9342837396266039,0.9342837396266039,4,1.0,0.8685674792532079,122.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
PramestiHilya,Rah_kmadi,0.9263318776255371,0.9263318776255371,4,1.0,0.8526637552510743,138.0,retweet,bachrum_achmadi,prabowo | anies,"Awak yakin, suara Prabowo di Jabar &amp; Sumbar saat pilpres 2019 hampir pasti direbut Anies. Jadi sodara2â¦opini yg mreka bangun Pragib menang satu putaran hanya bualan belaka...","Awak yakin, suara Prabowo di Jabar &amp; Sumbar saat pilpres 2019 hampir pasti direbut Anies. Jadi sodara2â¦opini yg mreka bangun Pragib menang satu putaran hanya bualan belaka..."
KasimS3654,RondangKomariah,0.9225331787736111,0.9228988809842918,4,1.0,0.8450663575472221,145.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
KasimS3654,SahrulAmzi,0.9224111372142946,0.9228988809842918,4,1.0,0.8448222744285891,145.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
KasimS3654,mehuli_ginting,0.9222890956549781,0.9228988809842918,4,1.0,0.8445781913099561,145.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
KasimS3654,NegarakuApa,0.9221670540956616,0.9224107147470259,4,1.0,0.8443341081913232,146.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
KasimS3654,UnameOne,0.9221670540956616,0.9224107147470259,4,1.0,0.8443341081913232,146.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
PramestiHilya,skeetrichten,0.9099142938360059,0.9099142938360059,4,1.0,0.8198285876720117,172.0,retweet,sunartodjamin65,prabowo | anies,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...
dien_amalafs,l00_kism,0.8964116130911721,0.8964116130911721,4,1.0,0.7928232261823444,201.0,retweet,kumparan,anies | prabowo,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #..."
MasHanifAbdul,l00_kism,0.8702980042744999,0.8702980042744999,4,1.0,0.7405960085489999,260.0,retweet,kumparan,anies | prabowo,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #..."
Rah_kmadi,haryazid,0.8639378453131088,0.8639378453131088,4,1.0,0.7278756906262176,275.0,retweet,bachrum_achmadi,prabowo | anies,"Awak yakin, suara Prabowo di Jabar &amp; Sumbar saat pilpres 2019 hampir pasti direbut Anies. Jadi sodara2â¦opini yg mreka bangun Pragib menang satu putaran hanya bualan belaka...","Awak yakin, suara Prabowo di Jabar &amp; Sumbar saat pilpres 2019 hampir pasti direbut Anies. Jadi sodara2â¦opini yg mreka bangun Pragib menang satu putaran hanya bualan belaka..."
Gangadh91779772,Leith_1st,0.8631249143042392,0.9633945676826848,4,0.7997429817914963,0.9265068468169823,34.0,semantic,,ganjar,"ð¤ Keakraban Ganjar Pranowo dengan keluarganya adalah bukti bahwa pemimpin yang mencintai keluarganya juga akan mencintai rakyatnya Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihB... | Ganjar Pranowo, tidak hanya gubernur, tapi juga entertainer yang mampu membuat politik lebih dekat dengan hati warga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahf...","Ganjar Pranowo, tidak hanya gubernur, tapi juga entertainer yang mampu membuat politik lebih dekat dengan hati warga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahf... | Ganjar Pranowo, dengan senyumnya, membuktikan bahwa kepemimpinan bisa dijalani dengan kehangatan dan keceriaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024..."
PramestiHilya,bbuscent,0.8585141389389388,0.8585141389389388,4,1.0,0.7170282778778777,288.0,retweet,sunartodjamin65,prabowo | anies,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...
fajar_achadi,l00_kism,0.8459046290304837,0.8459046290304837,4,1.0,0.6918092580609675,319.0,retweet,kumparan,anies | prabowo,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #..."
Gangadh91779772,GururajgoudarP1,0.8172645139423736,0.8271142093055692,4,0.7281702756881714,0.9063587521965759,36.0,semantic,,ganjar,"Terlalu banyak hal positif dari Ganjar Pranowo untuk diabaikan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta | Ganjar Pranowo, tidak hanya gubernur, tapi juga entertainer yang mampu membuat politik lebih dekat dengan hati warga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahf...","Ganjar Pranowo, tidak hanya gubernur, tapi juga entertainer yang mampu membuat politik lebih dekat dengan hati warga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahf... | Ganjar Pranowo, dengan senyumnya, membuktikan bahwa kepemimpinan bisa dijalani dengan kehangatan dan keceriaan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024..."
Leith_1st,leo23915977,0.8140713764899291,0.8596997768351495,4,0.707966685295105,0.9201760676847532,37.0,semantic,,ganjar,"ð¤ Keakraban Ganjar Pranowo dengan keluarganya adalah bukti bahwa pemimpin yang mencintai keluarganya juga akan mencintai rakyatnya Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihB... | â Â Â Â Â waw ulang tahun mu seperti kembang api d m gelap, penuh dengan warna dan keindahan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Buruh Naik Kelas",ð Kemesraan keluarga Ganjar Pranowo adalah gambaran nyata bahwa seorang pemimpin sejati adalah yang peduli pada keluarga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #Gan... | ð§ Â Â Â Â Happy birthday untuk masÂ semoga bahagia selaluÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Buruh Naik Kelas
PramestiHilya,haryazid,0.81031660986266,0.81031660986266,4,1.0,0.6206332197253198,413.0,retweet,bachrum_achmadi,prabowo | anies,"Awak yakin, suara Prabowo di Jabar &amp; Sumbar saat pilpres 2019 hampir pasti direbut Anies. Jadi sodara2â¦opini yg mreka bangun Pragib menang satu putaran hanya bualan belaka...","Awak yakin, suara Prabowo di Jabar &amp; Sumbar saat pilpres 2019 hampir pasti direbut Anies. Jadi sodara2â¦opini yg mreka bangun Pragib menang satu putaran hanya bualan belaka..."
GururajgoudarP1,KpellyD,0.798424951279173,0.8319753408736077,4,0.6844779551029205,0.9123719474554255,38.0,semantic,,ganjar,"Ganjar Pranowo Idola RakyatÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÂ Sejahtera | Pemimpin pilihan generasi Muda Indonesia, pasti Ganjar-Mahfud GanjarMahfud2024 Indramayu IndramayuÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan ...",Terlalu banyak hal positif dari Ganjar Pranowo untuk diabaikan Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta | Ganjar akan memberantas KKN dan Pungli demi kesejahteraan kaum Buruh di Indonesia GanjarMahfud2024 Lampung lampungÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfu...
ChairudinN6548,RondangKomariah,1.0,1.0,3,1.0,1.0,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
ChairudinN6548,SahrulAmzi,1.0,1.0,3,1.0,1.0,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
ChairudinN6548,doddy_h4312,1.0,1.0,3,1.0,1.0,0.0,semantic | retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
SahrulAmzi,doddy_h4312,1.0,1.0,3,1.0,1.0,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
doddy_h4312,mehuli_ginting,1.0,1.0,3,1.0,1.0,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
ChairudinN6548,mehuli_ginting,0.9998076111259624,1.0,3,1.0,0.9996152222519248,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
Herlina_Muachhh,NegarakuApa,0.9998076111259624,1.0,3,1.0,0.9996152222519248,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
Herlina_Muachhh,UnameOne,0.9998076111259624,1.0,3,1.0,0.9996152222519248,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
Herlina_Muachhh,mehuli_ginting,0.9998076111259624,1.0,3,1.0,0.9996152222519248,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
NegarakuApa,doddy_h4312,0.9998076111259624,1.0,3,1.0,0.9996152222519248,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
RondangKomariah,doddy_h4312,0.9998076111259624,1.0,3,1.0,0.9996152222519248,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
UnameOne,doddy_h4312,0.9998076111259624,1.0,3,1.0,0.9996152222519248,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
ChairudinN6548,NegarakuApa,0.9996152222519248,1.0,3,1.0,0.9992304445038496,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
ChairudinN6548,UnameOne,0.9996152222519248,1.0,3,1.0,0.9992304445038496,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
Herlina_Muachhh,SahrulAmzi,0.9996152222519248,1.0,3,1.0,0.9992304445038496,0.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
Herlina_Muachhh,doddy_h4312,0.9996152222519248,1.0,3,1.0,0.9992304445038496,0.0,semantic | retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
ChairudinN6548,Herlina_Muachhh,0.9994228333778872,0.9994228333778872,3,1.0,0.9988456667557744,1.0,semantic | retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
Herlina_Muachhh,RondangKomariah,0.9994228333778872,0.9994228333778872,3,1.0,0.9988456667557744,1.0,retweet,AzzrielAzaryahu,prabowo,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran,Pemuda Kabupaten Serang Deklarasi Dukung Prabowo-Gibran Jadi Presiden 2024 - #MenangSeputaran
